county,office,district,candidate,incumbent,write_in,party,votes
Santa Barbara,U.S. House,24,Salud Carbajal,Y,N,Democratic,124584
Santa Barbara,U.S. House,24,Andy Caldwell,N,N,Republican,74781
Santa Barbara,State Senate,19,S. Monique LimÃ³n,N,N,Democratic,127364
Santa Barbara,State Senate,19,Gary J. Michaels,N,N,Republican,69459
Santa Barbara,State Assembly,35,Dawn Addis,N,N,Democratic,32376
Santa Barbara,State Assembly,35,Jordan Cunningham,Y,N,Republican,41049
Santa Barbara,State Assembly,37,Steve Bennett,N,N,Democratic,86108
Santa Barbara,State Assembly,37,Charles W. Cole,N,N,Republican,35827
Santa Clara,President,,Joseph R. Biden,N,N,Democratic,617967
Santa Clara,President,,Donald J. Trump,Y,N,Republican,214612
Santa Clara,President,,"Roque ""Rocky"" De La Fuente Guerra",N,N,American Independent,2623
Santa Clara,President,,Howie Hawkins,N,N,Green,4040
Santa Clara,President,,Jo Jorgensen,N,N,Libertarian,9131
Santa Clara,President,,Gloria La Riva,N,N,Peace and Freedom,2149
Santa Clara,President,,Brian Carroll,N,Y,,151
Santa Clara,President,,Mark Charles,N,Y,,24
Santa Clara,President,,Joseph Kishore,N,Y,,8
Santa Clara,President,,Brock Pierce,N,Y,,7
Santa Clara,President,,Jesse Ventura,N,Y,,29
Santa Clara,U.S. House,17,Ro Khanna,Y,N,Democratic,158483
Santa Clara,U.S. House,17,Ritesh Tandon,N,N,Republican,63044
Santa Clara,U.S. House,18,Anna G. Eshoo,Y,N,Democratic,157044
Santa Clara,U.S. House,18,Rishi Kumar,N,N,Democratic,97694
Santa Clara,U.S. House,19,Zoe Lofgren,Y,N,Democratic,224385
Santa Clara,U.S. House,19,Justin James Aguilera,N,N,Republican,88642
Santa Clara,U.S. House,20,Jimmy Panetta,Y,N,Democratic,5158
Santa Clara,U.S. House,20,Jeff Gorman,N,N,Republican,1603
Santa Clara,State Senate,13,Josh Becker,N,N,Democratic,118799
Santa Clara,State Senate,13,Alexander Glew,N,N,Republican,37111
Santa Clara,State Senate,15,Dave Cortese,N,N,Democratic,212207
Santa Clara,State Senate,15,Ann M. Ravel,N,N,Democratic,175203
Santa Clara,State Senate,17,John Laird,N,N,Democratic,66543
Santa Clara,State Senate,17,Vicki Nohrden,N,N,Republican,36244
Santa Clara,State Assembly,24,Marc Berman,Y,N,Democratic,114263
Santa Clara,State Assembly,24,Peter Ohtaki,N,N,Republican,40871
Santa Clara,State Assembly,25,Alex Lee,N,N,Democratic,91746
Santa Clara,State Assembly,25,Bob Brunton,N,N,Republican,38429
Santa Clara,State Assembly,27,Ash Kalra,Y,N,Democratic,127772
Santa Clara,State Assembly,27,G. Burt Lancaster,N,N,Republican,48112
Santa Clara,State Assembly,28,Evan Low,Y,N,Democratic,166733
Santa Clara,State Assembly,28,Carlos Rafael Cruz,N,N,Republican,65976
Santa Clara,State Assembly,29,Mark Stone,Y,N,Democratic,32973
Santa Clara,State Assembly,29,Shomir Banerjee,N,N,Republican,15587
Santa Clara,State Assembly,30,Robert Rivas,Y,N,Democratic,35781
Santa Clara,State Assembly,30,Gregory Swett,N,N,Republican,20365
Santa Cruz,President,,Joseph R. Biden,N,N,Democratic,114246
Santa Cruz,President,,Donald J. Trump,Y,N,Republican,26937
Santa Cruz,President,,"Roque ""Rocky"" De La Fuente Guerra",N,N,American Independent,434
Santa Cruz,President,,Howie Hawkins,N,N,Green,1062
Santa Cruz,President,,Jo Jorgensen,N,N,Libertarian,1704
Santa Cruz,President,,Gloria La Riva,N,N,Peace and Freedom,413
Santa Cruz,President,,Brian Carroll,N,Y,,17
Santa Cruz,President,,Mark Charles,N,Y,,8
Santa Cruz,President,,Joseph Kishore,N,Y,,3
Santa Cruz,President,,Brock Pierce,N,Y,,4
Santa Cruz,President,,Jesse Ventura,N,Y,,9
Santa Cruz,U.S. House,18,Anna G. Eshoo,Y,N,Democratic,18634
Santa Cruz,U.S. House,18,Rishi Kumar,N,N,Democratic,10800
Santa Cruz,U.S. House,20,Jimmy Panetta,Y,N,Democratic,90946
Santa Cruz,U.S. House,20,Jeff Gorman,N,N,Republican,19352
Santa Cruz,State Senate,17,John Laird,N,N,Democratic,109633
Santa Cruz,State Senate,17,Vicki Nohrden,N,N,Republican,31939
Santa Cruz,State Assembly,29,Mark Stone,Y,N,Democratic,91903
Santa Cruz,State Assembly,29,Shomir Banerjee,N,N,Republican,26529
Santa Cruz,State Assembly,30,Robert Rivas,Y,N,Democratic,17657
Santa Cruz,State Assembly,30,Gregory Swett,N,N,Republican,4153
Shasta,President,,Joseph R. Biden,N,N,Democratic,30000
Shasta,President,,Donald J. Trump,Y,N,Republican,60789
Shasta,President,,"Roque ""Rocky"" De La Fuente Guerra",N,N,American Independent,281
Shasta,President,,Howie Hawkins,N,N,Green,368
Shasta,President,,Jo Jorgensen,N,N,Libertarian,1277
Shasta,President,,Gloria La Riva,N,N,Peace and Freedom,185
Shasta,President,,Brian Carroll,N,Y,,14
Shasta,President,,Mark Charles,N,Y,,6
Shasta,President,,Joseph Kishore,N,Y,,0
Shasta,President,,Brock Pierce,N,Y,,4
Shasta,President,,Jesse Ventura,N,Y,,6
Shasta,U.S. House,1,Audrey Denney,N,N,Democratic,31851
Shasta,U.S. House,1,Doug LaMalfa,Y,N,Republican,59983
Shasta,State Senate,1,Pamela Dawn Swartz,N,N,Democratic,27367
Shasta,State Senate,1,Brian Dahle,Y,N,Republican,63405
Shasta,State Assembly,1,Elizabeth L Betancourt,N,N,Democratic,29683
Shasta,State Assembly,1,Megan Dahle,Y,N,Republican,61729
Sierra,President,,Joseph R. Biden,N,N,Democratic,730
Sierra,President,,Donald J. Trump,Y,N,Republican,1142
Sierra,President,,"Roque ""Rocky"" De La Fuente Guerra",N,N,American Independent,12
Sierra,President,,Howie Hawkins,N,N,Green,13
Sierra,President,,Jo Jorgensen,N,N,Libertarian,27
Sierra,President,,Gloria La Riva,N,N,Peace and Freedom,6
Sierra,President,,Brian Carroll,N,Y,,0
Sierra,President,,Mark Charles,N,Y,,1
Sierra,President,,Joseph Kishore,N,Y,,0
Sierra,President,,Brock Pierce,N,Y,,0
Sierra,President,,Jesse Ventura,N,Y,,0
Sierra,U.S. House,1,Audrey Denney,N,N,Democratic,801
Sierra,U.S. House,1,Doug LaMalfa,Y,N,Republican,1129
Sierra,State Senate,1,Pamela Dawn Swartz,N,N,Democratic,730
Sierra,State Senate,1,Brian Dahle,Y,N,Republican,1183
Sierra,State Assembly,1,Elizabeth L Betancourt,N,N,Democratic,776
Sierra,State Assembly,1,Megan Dahle,Y,N,Republican,1131
Siskiyou,President,,Joseph R. Biden,N,N,Democratic,9593
Siskiyou,President,,Donald J. Trump,Y,N,Republican,13290
Siskiyou,President,,"Roque ""Rocky"" De La Fuente Guerra",N,N,American Independent,79
Siskiyou,President,,Howie Hawkins,N,N,Green,116
Siskiyou,President,,Jo Jorgensen,N,N,Libertarian,318
Siskiyou,President,,Gloria La Riva,N,N,Peace and Freedom,54
Siskiyou,President,,Brian Carroll,N,Y,,16
Siskiyou,President,,Mark Charles,N,Y,,3
Siskiyou,President,,Joseph Kishore,N,Y,,0
Siskiyou,President,,Brock Pierce,N,Y,,2
Siskiyou,President,,Jesse Ventura,N,Y,,1
Siskiyou,U.S. House,1,Audrey Denney,N,N,Democratic,10198
Siskiyou,U.S. House,1,Doug LaMalfa,Y,N,Republican,13155
Siskiyou,State Senate,1,Pamela Dawn Swartz,N,N,Democratic,9134
Siskiyou,State Senate,1,Brian Dahle,Y,N,Republican,13867
Siskiyou,State Assembly,1,Elizabeth L Betancourt,N,N,Democratic,9650
Siskiyou,State Assembly,1,Megan Dahle,Y,N,Republican,13463
Solano,President,,Joseph R. Biden,N,N,Democratic,131639
Solano,President,,Donald J. Trump,Y,N,Republican,69306
Solano,President,,"Roque ""Rocky"" De La Fuente Guerra",N,N,American Independent,825
Solano,President,,Howie Hawkins,N,N,Green,958
Solano,President,,Jo Jorgensen,N,N,Libertarian,2475
Solano,President,,Gloria La Riva,N,N,Peace and Freedom,628
Solano,President,,Brian Carroll,N,Y,,37
Solano,President,,Mark Charles,N,Y,,3
Solano,President,,Joseph Kishore,N,Y,,1
Solano,President,,Brock Pierce,N,Y,,1
Solano,President,,Jesse Ventura,N,Y,,4
Solano,U.S. House,3,John Garamendi,Y,N,Democratic,74688
Solano,U.S. House,3,Tamika Hamilton,N,N,Republican,57659
Solano,U.S. House,5,Mike Thompson,Y,N,Democratic,55271
Solano,U.S. House,5,Scott Giblin,N,N,Republican,15352
Solano,State Senate,3,Bill Dodd,Y,N,Democratic,129042
Solano,State Senate,3,Carlos Santamaria,N,N,Republican,72628
Solano,State Assembly,4,Cecilia Aguiar-Curry,Y,N,Democratic,7751
Solano,State Assembly,4,Matthew L. Nelson,N,N,Republican,8226
Solano,State Assembly,11,Jim Frazier,Y,N,Democratic,71943
Solano,State Assembly,11,Debra Schwab,N,N,Republican,42474
Solano,State Assembly,14,Tim Grayson,Y,N,Democratic,52401
Solano,State Assembly,14,Janell Elizabeth Proctor,N,N,Republican,17830
Sonoma,President,,Joseph R. Biden,N,N,Democratic,199938
Sonoma,President,,Donald J. Trump,Y,N,Republican,61825
Sonoma,President,,"Roque ""Rocky"" De La Fuente Guerra",N,N,American Independent,832
Sonoma,President,,Howie Hawkins,N,N,Green,1499
Sonoma,President,,Jo Jorgensen,N,N,Libertarian,3418
Sonoma,President,,Gloria La Riva,N,N,Peace and Freedom,740
Sonoma,President,,Brian Carroll,N,Y,,32
Sonoma,President,,Mark Charles,N,Y,,16
Sonoma,President,,Joseph Kishore,N,Y,,1
Sonoma,President,,Brock Pierce,N,Y,,1
Sonoma,President,,Jesse Ventura,N,Y,,15
Sonoma,U.S. House,2,Jared Huffman,Y,N,Democratic,85568
Sonoma,U.S. House,2,Dale K. Mensing,N,N,Republican,26296
Sonoma,U.S. House,5,Mike Thompson,Y,N,Democratic,117430
Sonoma,U.S. House,5,Scott Giblin,N,N,Republican,34039
Sonoma,State Senate,3,Bill Dodd,Y,N,Democratic,58307
Sonoma,State Senate,3,Carlos Santamaria,N,N,Republican,20492
Sonoma,State Assembly,2,Jim Wood,Y,N,Democratic,81359
Sonoma,State Assembly,2,Charlotte Svolos,N,N,Republican,28857
Sonoma,State Assembly,4,Cecilia Aguiar-Curry,Y,N,Democratic,25665
Sonoma,State Assembly,4,Matthew L. Nelson,N,N,Republican,9762
Sonoma,State Assembly,10,"Veronica ""Roni"" Jacobi",N,N,Democratic,42696
Sonoma,State Assembly,10,Marc Levine,Y,N,Democratic,61396
Stanislaus,President,,Joseph R. Biden,N,N,Democratic,105841
Stanislaus,President,,Donald J. Trump,Y,N,Republican,104145
Stanislaus,President,,"Roque ""Rocky"" De La Fuente Guerra",N,N,American Independent,926
Stanislaus,President,,Howie Hawkins,N,N,Green,742
Stanislaus,President,,Jo Jorgensen,N,N,Libertarian,2494
Stanislaus,President,,Gloria La Riva,N,N,Peace and Freedom,728
Stanislaus,President,,Brian Carroll,N,Y,,62
Stanislaus,President,,Mark Charles,N,Y,,7
Stanislaus,President,,Joseph Kishore,N,Y,,0
Stanislaus,President,,Brock Pierce,N,Y,,0
Stanislaus,President,,Jesse Ventura,N,Y,,9
Stanislaus,U.S. House,10,Josh Harder,Y,N,Democratic,115503
Stanislaus,U.S. House,10,Ted Howze,N,N,Republican,95449
Stanislaus,State Senate,5,Susan Talamantes Eggman,N,N,Democratic,51037
Stanislaus,State Senate,5,Jim Ridenour,N,N,Republican,49874
Stanislaus,State Assembly,12,Paul Akinjo,N,N,Democratic,53549
Stanislaus,State Assembly,12,Heath Flora,Y,N,Republican,85042
Stanislaus,State Assembly,21,Adam Gray,Y,N,Democratic,40883
Stanislaus,State Assembly,21,Joel Gutierrez Campos,N,N,Republican,27978
Sutter,President,,Joseph R. Biden,N,N,Democratic,17367
Sutter,President,,Donald J. Trump,Y,N,Republican,24375
Sutter,President,,"Roque ""Rocky"" De La Fuente Guerra",N,N,American Independent,126
Sutter,President,,Howie Hawkins,N,N,Green,136
Sutter,President,,Jo Jorgensen,N,N,Libertarian,521
Sutter,President,,Gloria La Riva,N,N,Peace and Freedom,115
Sutter,President,,Brian Carroll,N,Y,,3
Sutter,President,,Mark Charles,N,Y,,0
Sutter,President,,Joseph Kishore,N,Y,,0
Sutter,President,,Brock Pierce,N,Y,,0
Sutter,President,,Jesse Ventura,N,Y,,1
Sutter,U.S. House,3,John Garamendi,Y,N,Democratic,18333
Sutter,U.S. House,3,Tamika Hamilton,N,N,Republican,23551
Sutter,State Assembly,3,James R Henson,N,N,Democratic,12980
Sutter,State Assembly,3,James Gallagher,Y,N,Republican,28316
Tehama,President,,Joseph R. Biden,N,N,Democratic,8911
Tehama,President,,Donald J. Trump,Y,N,Republican,19141
Tehama,President,,"Roque ""Rocky"" De La Fuente Guerra",N,N,American Independent,111
Tehama,President,,Howie Hawkins,N,N,Green,90
Tehama,President,,Jo Jorgensen,N,N,Libertarian,403
Tehama,President,,Gloria La Riva,N,N,Peace and Freedom,65
Tehama,President,,Brian Carroll,N,Y,,7
Tehama,President,,Mark Charles,N,Y,,2
Tehama,President,,Joseph Kishore,N,Y,,0
Tehama,President,,Brock Pierce,N,Y,,0
Tehama,President,,Jesse Ventura,N,Y,,1
Tehama,U.S. House,1,Audrey Denney,N,N,Democratic,9507
Tehama,U.S. House,1,Doug LaMalfa,Y,N,Republican,19082
Tehama,State Assembly,3,James R Henson,N,N,Democratic,7337
Tehama,State Assembly,3,James Gallagher,Y,N,Republican,20183
Trinity,President,,Joseph R. Biden,N,N,Democratic,2851
Trinity,President,,Donald J. Trump,Y,N,Republican,3188
Trinity,President,,"Roque ""Rocky"" De La Fuente Guerra",N,N,American Independent,27
Trinity,President,,Howie Hawkins,N,N,Green,50
Trinity,President,,Jo Jorgensen,N,N,Libertarian,117
Trinity,President,,Gloria La Riva,N,N,Peace and Freedom,25
Trinity,President,,Brian Carroll,N,Y,,0
Trinity,President,,Mark Charles,N,Y,,0
Trinity,President,,Joseph Kishore,N,Y,,0
Trinity,President,,Brock Pierce,N,Y,,0
Trinity,President,,Jesse Ventura,N,Y,,1
Trinity,U.S. House,2,Jared Huffman,Y,N,Democratic,3021
Trinity,U.S. House,2,Dale K. Mensing,N,N,Republican,3110
Trinity,State Assembly,2,Jim Wood,Y,N,Democratic,2990
Trinity,State Assembly,2,Charlotte Svolos,N,N,Republican,3169
Tulare,President,,Joseph R. Biden,N,N,Democratic,66105
Tulare,President,,Donald J. Trump,Y,N,Republican,77579
Tulare,President,,"Roque ""Rocky"" De La Fuente Guerra",N,N,American Independent,632
Tulare,President,,Howie Hawkins,N,N,Green,483
Tulare,President,,Jo Jorgensen,N,N,Libertarian,1498
Tulare,President,,Gloria La Riva,N,N,Peace and Freedom,535
Tulare,President,,Brian Carroll,N,Y,,46
Tulare,President,,Mark Charles,N,Y,,4
Tulare,President,,Joseph Kishore,N,Y,,0
Tulare,President,,Brock Pierce,N,Y,,1
Tulare,President,,Jesse Ventura,N,Y,,2
Tulare,U.S. House,21,TJ Cox,Y,N,Democratic,2798
Tulare,U.S. House,21,David G. Valadao,N,N,Republican,2789
Tulare,U.S. House,22,Phil Arballo,N,N,Democratic,49020
Tulare,U.S. House,22,Devin G. Nunes,Y,N,Republican,62548
Tulare,U.S. House,23,Kim Mangone,N,N,Democratic,11929
Tulare,U.S. House,23,Kevin McCarthy,Y,N,Republican,17084
Tulare,State Assembly,23,Jim Patterson,Y,N,Republican,2275
Tulare,State Assembly,26,Drew Phelps,N,N,Democratic,62812
Tulare,State Assembly,26,Devon Mathis,Y,N,Republican,75361
Tuolumne,President,,Joseph R. Biden,N,N,Democratic,11978
Tuolumne,President,,Donald J. Trump,Y,N,Republican,17689
Tuolumne,President,,"Roque ""Rocky"" De La Fuente Guerra",N,N,American Independent,91
Tuolumne,President,,Howie Hawkins,N,N,Green,145
Tuolumne,President,,Jo Jorgensen,N,N,Libertarian,439
Tuolumne,President,,Gloria La Riva,N,N,Peace and Freedom,59
Tuolumne,President,,Brian Carroll,N,Y,,4
Tuolumne,President,,Mark Charles,N,Y,,2
Tuolumne,President,,Joseph Kishore,N,Y,,0
Tuolumne,President,,Brock Pierce,N,Y,,0
Tuolumne,President,,Jesse Ventura,N,Y,,1
Tuolumne,U.S. House,4,Brynne S. Kennedy,N,N,Democratic,12212
Tuolumne,U.S. House,4,Tom McClintock,Y,N,Republican,17916
Tuolumne,State Assembly,5,Frank Bigelow,Y,N,Republican,21158
Ventura,President,,Joseph R. Biden,N,N,Democratic,251388
Ventura,President,,Donald J. Trump,Y,N,Republican,162207
Ventura,President,,"Roque ""Rocky"" De La Fuente Guerra",N,N,American Independent,1278
Ventura,President,,Howie Hawkins,N,N,Green,1766
Ventura,President,,Jo Jorgensen,N,N,Libertarian,5069
Ventura,President,,Gloria La Riva,N,N,Peace and Freedom,990
Ventura,President,,Brian Carroll,N,Y,,84
Ventura,President,,Mark Charles,N,Y,,16
Ventura,President,,Joseph Kishore,N,Y,,5
Ventura,President,,Brock Pierce,N,Y,,5
Ventura,President,,Jesse Ventura,N,Y,,17
Ventura,U.S. House,24,Salud Carbajal,Y,N,Democratic,3372
Ventura,U.S. House,24,Andy Caldwell,N,N,Republican,1828
Ventura,U.S. House,25,Christy Smith,N,N,Democratic,30864
Ventura,U.S. House,25,Mike Garcia,N,N,Republican,36572
Ventura,U.S. House,26,Julia Brownley,Y,N,Democratic,206051
Ventura,U.S. House,26,Ronda Baldwin-Kennedy,N,N,Republican,133457
Ventura,U.S. House,30,Brad Sherman,Y,N,Democratic,717
Ventura,U.S. House,30,Mark S. Reed,N,N,Republican,558
Ventura,State Senate,19,S. Monique LimÃ³n,N,N,Democratic,145078
Ventura,State Senate,19,Gary J. Michaels,N,N,Republican,80630
Ventura,State Senate,27,Henry Stern,Y,N,Democratic,96521
Ventura,State Senate,27,Houman Salem,N,N,Republican,85058
Ventura,State Assembly,37,Steve Bennett,N,N,Democratic,79907
Ventura,State Assembly,37,Charles W. Cole,N,N,Republican,43834
Ventura,State Assembly,38,Suzette Martinez Valladares,N,N,Republican,41666
Ventura,State Assembly,38,Lucie Lapointe Volotzky,N,N,Republican,17697
Ventura,State Assembly,44,Jacqui Irwin,Y,N,Democratic,129799
Ventura,State Assembly,44,Denise Pedrow,N,N,Republican,83731
Ventura,State Assembly,45,Jesse Gabriel,Y,N,Democratic,660
Ventura,State Assembly,45,Jeffi Girgenti,N,N,Republican,584
Yolo,President,,Joseph R. Biden,N,N,Democratic,67598
Yolo,President,,Donald J. Trump,Y,N,Republican,27292
Yolo,President,,"Roque ""Rocky"" De La Fuente Guerra",N,N,American Independent,298
Yolo,President,,Howie Hawkins,N,N,Green,547
Yolo,President,,Jo Jorgensen,N,N,Libertarian,1206
Yolo,President,,Gloria La Riva,N,N,Peace and Freedom,323
Yolo,President,,Brian Carroll,N,Y,,24
Yolo,President,,Mark Charles,N,Y,,3
Yolo,President,,Joseph Kishore,N,Y,,1
Yolo,President,,Brock Pierce,N,Y,,0
Yolo,President,,Jesse Ventura,N,Y,,2
Yolo,U.S. House,3,John Garamendi,Y,N,Democratic,51025
Yolo,U.S. House,3,Tamika Hamilton,N,N,Republican,21512
Yolo,U.S. House,6,Doris Matsui,Y,N,Democratic,14872
Yolo,U.S. House,6,Chris Bish,N,N,Republican,7808
Yolo,State Senate,3,Bill Dodd,Y,N,Democratic,51306
Yolo,State Senate,3,Carlos Santamaria,N,N,Republican,20966
Yolo,State Assembly,4,Cecilia Aguiar-Curry,Y,N,Democratic,51989
Yolo,State Assembly,4,Matthew L. Nelson,N,N,Republican,20284
Yolo,State Assembly,7,Kevin McCarty,Y,N,Democratic,15150
Yolo,State Assembly,7,James O Just,N,N,Libertarian,6278
Yuba,President,,Joseph R. Biden,N,N,Democratic,11230
Yuba,President,,Donald J. Trump,Y,N,Republican,17676
Yuba,President,,"Roque ""Rocky"" De La Fuente Guerra",N,N,American Independent,153
Yuba,President,,Howie Hawkins,N,N,Green,124
Yuba,President,,Jo Jorgensen,N,N,Libertarian,510
Yuba,President,,Gloria La Riva,N,N,Peace and Freedom,94
Yuba,President,,Brian Carroll,N,Y,,4
Yuba,President,,Mark Charles,N,Y,,4
Yuba,President,,Joseph Kishore,N,Y,,0
Yuba,President,,Brock Pierce,N,Y,,0
Yuba,President,,Jesse Ventura,N,Y,,1
Yuba,U.S. House,3,John Garamendi,Y,N,Democratic,11498
Yuba,U.S. House,3,Tamika Hamilton,N,N,Republican,17760
Yuba,State Assembly,3,James R Henson,N,N,Democratic,9519
Yuba,State Assembly,3,James Gallagher,Y,N,Republican,19468
