county,precinct,office,district,party,candidate,votes,election_day,mail,mail_only_precinct,provisional
Modoc,Alturas A,President,,LIB,JO JORGENSEN,4,0,4,0,0
Modoc,Alturas A,President,,WRI,Write-In: Mark Charles,0,,,,
Modoc,Alturas A,President,,WRI,Write-In: Brian Carroll,0,,,,
Modoc,Alturas A,President,,WRI,Write-In: Jesse Ventura,0,,,,
Modoc,Alturas A,President,,WRI,Write-In: Non-certified Write-in,3,0,3,0,0
Modoc,Alturas A,President,,,Overvotes,2,0,2,0,0
Modoc,Alturas A,President,,,Undervotes,4,0,4,0,0
Modoc,Alturas A,U.S. House,01,REP,DOUG LAMALFA,194,25,161,0,8
Modoc,Alturas A,U.S. House,01,DEM,AUDREY DENNEY,77,6,69,0,2
Modoc,Alturas A,U.S. House,01,,Overvotes,0,0,0,0,0
Modoc,Alturas A,U.S. House,01,,Undervotes,13,1,10,0,2
Modoc,Alturas A,State Senate,01,DEM,PAMELA DAWN SWARTZ,64,5,56,0,3
Modoc,Alturas A,State Senate,01,REP,BRIAN DAHLE,207,26,173,0,8
Modoc,Alturas A,State Senate,01,,Overvotes,0,0,0,0,0
Modoc,Alturas A,State Senate,01,,Undervotes,13,1,11,0,1
Modoc,Alturas A,State Assembly,01,DEM,ELIZABETH L. BETANCOURT,74,5,66,0,3
Modoc,Alturas A,State Assembly,01,REP,MEGAN DAHLE,200,26,165,0,9
Modoc,Alturas A,State Assembly,01,,Overvotes,0,0,0,0,0
Modoc,Alturas A,State Assembly,01,,Undervotes,10,1,9,0,0
Modoc,Alturas D,President,,,Registered,424,,,,
Modoc,Alturas D,President,,,Ballots Cast,315,36,273,0,6
Modoc,Alturas D,President,,DEM,JOSEPH R. BIDEN,118,9,108,0,1
Modoc,Alturas D,President,,REP,DONALD J. TRUMP,183,27,151,0,5
Modoc,Alturas D,President,,PFP,GLORIA LA RIVA,0,0,0,0,0
Modoc,Alturas D,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",2,0,2,0,0
Modoc,Alturas D,President,,GRN,HOWIE HAWKINS,2,0,2,0,0
Modoc,Alturas D,President,,LIB,JO JORGENSEN,4,0,4,0,0
Modoc,Alturas D,President,,WRI,Write-In: Mark Charles,0,,,,
Modoc,Alturas D,President,,WRI,Write-In: Brian Carroll,0,,,,
Modoc,Alturas D,President,,WRI,Write-In: Jesse Ventura,0,,,,
Modoc,Alturas D,President,,WRI,Write-In: Non-certified Write-in,4,0,4,0,0
Modoc,Alturas D,President,,,Overvotes,0,0,0,0,0
Modoc,Alturas D,President,,,Undervotes,2,0,2,0,0
Modoc,Alturas D,U.S. House,01,REP,DOUG LAMALFA,174,26,144,0,4
Modoc,Alturas D,U.S. House,01,DEM,AUDREY DENNEY,133,10,121,0,2
Modoc,Alturas D,U.S. House,01,,Overvotes,0,0,0,0,0
Modoc,Alturas D,U.S. House,01,,Undervotes,8,0,8,0,0
Modoc,Alturas D,State Senate,01,DEM,PAMELA DAWN SWARTZ,115,8,107,0,0
Modoc,Alturas D,State Senate,01,REP,BRIAN DAHLE,189,28,156,0,5
Modoc,Alturas D,State Senate,01,,Overvotes,0,0,0,0,0
Modoc,Alturas D,State Senate,01,,Undervotes,11,0,10,0,1
Modoc,Alturas D,State Assembly,01,DEM,ELIZABETH L. BETANCOURT,121,7,112,0,2
Modoc,Alturas D,State Assembly,01,REP,MEGAN DAHLE,184,27,153,0,4
Modoc,Alturas D,State Assembly,01,,Overvotes,0,0,0,0,0
Modoc,Alturas D,State Assembly,01,,Undervotes,10,2,8,0,0
Modoc,Parker Creek,President,,,Registered,172,,,,
Modoc,Parker Creek,President,,,Ballots Cast,147,0,0,147,0
Modoc,Parker Creek,President,,DEM,JOSEPH R. BIDEN,32,0,0,32,0
Modoc,Parker Creek,President,,REP,DONALD J. TRUMP,113,0,0,113,0
Modoc,Parker Creek,President,,PFP,GLORIA LA RIVA,0,,,,
Modoc,Parker Creek,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,,,,
Modoc,Parker Creek,President,,GRN,HOWIE HAWKINS,0,,,,
Modoc,Parker Creek,President,,LIB,JO JORGENSEN,0,,,,
Modoc,Parker Creek,President,,WRI,Write-In: Mark Charles,0,,,,
Modoc,Parker Creek,President,,WRI,Write-In: Brian Carroll,0,,,,
Modoc,Parker Creek,President,,WRI,Write-In: Jesse Ventura,0,,,,
Modoc,Parker Creek,President,,WRI,Write-In: Non-certified Write-in,0,,,,
Modoc,Parker Creek,President,,,Overvotes,1,0,0,1,0
Modoc,Parker Creek,President,,,Undervotes,1,0,0,1,0
Modoc,Parker Creek,U.S. House,01,REP,DOUG LAMALFA,115,0,0,115,0
Modoc,Parker Creek,U.S. House,01,DEM,AUDREY DENNEY,30,0,0,30,0
Modoc,Parker Creek,U.S. House,01,,Overvotes,0,0,0,0,0
Modoc,Parker Creek,U.S. House,01,,Undervotes,2,0,0,2,0
Modoc,Parker Creek,State Senate,01,DEM,PAMELA DAWN SWARTZ,26,0,0,26,0
Modoc,Parker Creek,State Senate,01,REP,BRIAN DAHLE,116,0,0,116,0
Modoc,Parker Creek,State Senate,01,,Overvotes,0,0,0,0,0
Modoc,Parker Creek,State Senate,01,,Undervotes,5,0,0,5,0
Modoc,Parker Creek,State Assembly,01,DEM,ELIZABETH L. BETANCOURT,32,0,0,32,0
Modoc,Parker Creek,State Assembly,01,REP,MEGAN DAHLE,110,0,0,110,0
Modoc,Parker Creek,State Assembly,01,,Overvotes,0,0,0,0,0
Modoc,Parker Creek,State Assembly,01,,Undervotes,5,0,0,5,0
Modoc,South Fork,President,,,Registered,107,,,,
Modoc,South Fork,President,,,Ballots Cast,97,0,0,94,3
Modoc,South Fork,President,,DEM,JOSEPH R. BIDEN,22,0,0,22,0
Modoc,South Fork,President,,REP,DONALD J. TRUMP,73,0,0,70,3
Modoc,South Fork,President,,PFP,GLORIA LA RIVA,0,,,,
Modoc,South Fork,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,,,,
Modoc,South Fork,President,,GRN,HOWIE HAWKINS,0,,,,
Modoc,South Fork,President,,LIB,JO JORGENSEN,0,,,,
Modoc,South Fork,President,,WRI,Write-In: Mark Charles,0,,,,
Modoc,South Fork,President,,WRI,Write-In: Brian Carroll,0,,,,
Modoc,South Fork,President,,WRI,Write-In: Jesse Ventura,0,,,,
Modoc,South Fork,President,,WRI,Write-In: Non-certified Write-in,0,,,,
Modoc,South Fork,President,,,Overvotes,1,0,0,1,0
Modoc,South Fork,President,,,Undervotes,1,0,0,1,0
Modoc,South Fork,U.S. House,01,REP,DOUG LAMALFA,75,0,0,73,2
Modoc,South Fork,U.S. House,01,DEM,AUDREY DENNEY,20,0,0,19,1
Modoc,South Fork,U.S. House,01,,Overvotes,0,0,0,0,0
Modoc,South Fork,U.S. House,01,,Undervotes,2,0,0,2,0
Modoc,South Fork,State Senate,01,DEM,PAMELA DAWN SWARTZ,13,0,0,12,1
Modoc,South Fork,State Senate,01,REP,BRIAN DAHLE,79,0,0,77,2
Modoc,South Fork,State Senate,01,,Overvotes,0,0,0,0,0
Modoc,South Fork,State Senate,01,,Undervotes,5,0,0,5,0
Modoc,South Fork,State Assembly,01,DEM,ELIZABETH L. BETANCOURT,15,0,0,14,1
Modoc,South Fork,State Assembly,01,REP,MEGAN DAHLE,77,0,0,76,1
Modoc,South Fork,State Assembly,01,,Overvotes,0,0,0,0,0
Modoc,South Fork,State Assembly,01,,Undervotes,5,0,0,4,1
Modoc,Hot Springs,President,,,Registered,354,,,,
Modoc,Hot Springs,President,,,Ballots Cast,311,31,272,0,8
Modoc,Hot Springs,President,,DEM,JOSEPH R. BIDEN,53,2,50,0,1
Modoc,Hot Springs,President,,REP,DONALD J. TRUMP,255,28,220,0,7
Modoc,Hot Springs,President,,PFP,GLORIA LA RIVA,0,0,0,0,0
Modoc,Hot Springs,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",1,1,0,0,0
Modoc,Hot Springs,President,,GRN,HOWIE HAWKINS,1,0,1,0,0
Modoc,Hot Springs,President,,LIB,JO JORGENSEN,0,0,0,0,0
Modoc,Hot Springs,President,,WRI,Write-In: Mark Charles,,,,,
Modoc,Hot Springs,President,,WRI,Write-In: Brian Carroll,,,,,
Modoc,Hot Springs,President,,WRI,Write-In: Jesse Ventura,,,,,
Modoc,Hot Springs,President,,WRI,Write-In: Non-certified Write-in,1,0,1,0,0
Modoc,Hot Springs,President,,,Overvotes,0,0,0,0,0
Modoc,Hot Springs,President,,,Undervotes,0,0,0,0,0
Modoc,Hot Springs,U.S. House,01,REP,DOUG LAMALFA,255,28,220,0,7
Modoc,Hot Springs,U.S. House,01,DEM,AUDREY DENNEY,55,3,51,0,1
Modoc,Hot Springs,U.S. House,01,,Overvotes,0,0,0,0,0
Modoc,Hot Springs,U.S. House,01,,Undervotes,1,0,1,0,0
Modoc,Hot Springs,State Senate,01,DEM,PAMELA DAWN SWARTZ,35,2,31,0,2
Modoc,Hot Springs,State Senate,01,REP,BRIAN DAHLE,263,29,228,0,6
Modoc,Hot Springs,State Senate,01,,Overvotes,0,0,0,0,0
Modoc,Hot Springs,State Senate,01,,Undervotes,13,0,13,0,0
Modoc,Hot Springs,State Assembly,01,DEM,ELIZABETH L. BETANCOURT,46,4,41,0,1
Modoc,Hot Springs,State Assembly,01,REP,MEGAN DAHLE,257,26,224,0,7
Modoc,Hot Springs,State Assembly,01,,Overvotes,0,0,0,0,0
Modoc,Hot Springs,State Assembly,01,,Undervotes,8,1,7,0,0
Modoc,Cal Pines,President,,,Registered,379,,,,
Modoc,Cal Pines,President,,,Ballots Cast,292,20,261,0,11
Modoc,Cal Pines,President,,DEM,JOSEPH R. BIDEN,89,1,87,0,1
Modoc,Cal Pines,President,,REP,DONALD J. TRUMP,192,19,163,0,10
Modoc,Cal Pines,President,,PFP,GLORIA LA RIVA,2,0,2,0,0
Modoc,Cal Pines,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0,0,0
Modoc,Cal Pines,President,,GRN,HOWIE HAWKINS,3,0,3,0,0
Modoc,Cal Pines,President,,LIB,JO JORGENSEN,5,0,5,0,0
Modoc,Cal Pines,President,,WRI,Write-In: Mark Charles,0,,,,
Modoc,Cal Pines,President,,WRI,Write-In: Brian Carroll,1,0,1,0,0
Modoc,Cal Pines,President,,WRI,Write-In: Jesse Ventura,0,,,,
Modoc,Cal Pines,President,,WRI,Write-In: Non-certified Write-in,0,,,,
Modoc,Cal Pines,President,,,Overvotes,0,,,,
Modoc,Cal Pines,President,,,Undervotes,0,,,,
Modoc,Cal Pines,U.S. House,01,REP,DOUG LAMALFA,178,17,154,0,7
Modoc,Cal Pines,U.S. House,01,DEM,AUDREY DENNEY,107,2,102,0,3
Modoc,Cal Pines,U.S. House,01,,Overvotes,0,0,0,0,0
Modoc,Cal Pines,U.S. House,01,,Undervotes,7,1,5,0,1
Modoc,Cal Pines,State Senate,01,DEM,PAMELA DAWN SWARTZ,87,1,83,0,3
Modoc,Cal Pines,State Senate,01,REP,BRIAN DAHLE,194,19,168,0,7
Modoc,Cal Pines,State Senate,01,,Overvotes,0,0,0,0,0
Modoc,Cal Pines,State Senate,01,,Undervotes,11,0,10,0,1
Modoc,Cal Pines,State Assembly,01,DEM,ELIZABETH L. BETANCOURT,91,2,86,0,3
Modoc,Cal Pines,State Assembly,01,REP,MEGAN DAHLE,190,17,166,0,7
Modoc,Cal Pines,State Assembly,01,,Overvotes,0,0,0,0,0
Modoc,Cal Pines,State Assembly,01,,Undervotes,11,1,9,0,1
Modoc,Canby,President,,,Registered,204,,,,
Modoc,Canby,President,,,Ballots Cast,167,0,0,162,5
Modoc,Canby,President,,DEM,JOSEPH R. BIDEN,42,0,0,42,0
Modoc,Canby,President,,REP,DONALD J. TRUMP,118,0,0,113,5
Modoc,Canby,President,,PFP,GLORIA LA RIVA,0,0,0,0,0
Modoc,Canby,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",1,0,0,1,0
Modoc,Canby,President,,GRN,HOWIE HAWKINS,0,0,0,0,0
Modoc,Canby,President,,LIB,JO JORGENSEN,4,0,0,4,0
Modoc,Canby,President,,WRI,Write-In: Mark Charles,0,,,,
Modoc,Canby,President,,WRI,Write-In: Brian Carroll,1,0,0,1,0
Modoc,Canby,President,,WRI,Write-In: Jesse Ventura,0,,,,
Modoc,Canby,President,,WRI,Write-In: Non-certified Write-in,0,,,,
Modoc,Canby,President,,,Overvotes,0,0,0,0,0
Modoc,Canby,President,,,Undervotes,1,0,0,1,0
Modoc,Canby,U.S. House,01,REP,DOUG LAMALFA,117,0,0,112,5
Modoc,Canby,U.S. House,01,DEM,AUDREY DENNEY,46,0,0,46,0
Modoc,Canby,U.S. House,01,,Overvotes,0,0,0,0,0
Modoc,Canby,U.S. House,01,,Undervotes,4,0,0,4,0
Modoc,Canby,State Senate,01,DEM,PAMELA DAWN SWARTZ,36,0,0,36,0
Modoc,Canby,State Senate,01,REP,BRIAN DAHLE,123,0,0,118,5
Modoc,Canby,State Senate,01,,Overvotes,0,0,0,0,0
Modoc,Canby,State Senate,01,,Undervotes,8,0,0,8,0
Modoc,Canby,State Assembly,01,DEM,ELIZABETH L. BETANCOURT,42,0,0,42,0
Modoc,Canby,State Assembly,01,REP,MEGAN DAHLE,121,0,0,116,5
Modoc,Canby,State Assembly,01,,Overvotes,0,0,0,0,0
Modoc,Canby,State Assembly,01,,Undervotes,4,0,0,4,0
Modoc,Adin,President,,,Registered,231,,,,
Modoc,Adin,President,,,Ballots Cast,190,0,0,190,0
Modoc,Adin,President,,DEM,JOSEPH R. BIDEN,36,0,0,36,0
Modoc,Adin,President,,REP,DONALD J. TRUMP,145,0,0,145,0
Modoc,Adin,President,,PFP,GLORIA LA RIVA,0,0,0,0,0
Modoc,Adin,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0,0,0
Modoc,Adin,President,,GRN,HOWIE HAWKINS,2,0,0,2,0
Modoc,Adin,President,,LIB,JO JORGENSEN,0,0,0,0,0
Modoc,Adin,President,,WRI,Write-In: Mark Charles,,,,,
Modoc,Adin,President,,WRI,Write-In: Brian Carroll,,,,,
Modoc,Adin,President,,WRI,Write-In: Jesse Ventura,1,0,0,1,0
Modoc,Adin,President,,WRI,Write-In: Non-certified Write-in,3,0,0,3,0
Modoc,Adin,President,,,Overvotes,0,0,0,0,0
Modoc,Adin,President,,,Undervotes,3,0,0,3,0
Modoc,Adin,U.S. House,01,REP,DOUG LAMALFA,142,0,0,142,0
Modoc,Adin,U.S. House,01,DEM,AUDREY DENNEY,46,0,0,46,0
Modoc,Adin,U.S. House,01,,Overvotes,0,0,0,0,0
Modoc,Adin,U.S. House,01,,Undervotes,2,0,0,2,0
Modoc,Adin,State Senate,01,DEM,PAMELA DAWN SWARTZ,28,0,0,28,0
Modoc,Adin,State Senate,01,REP,BRIAN DAHLE,161,0,0,161,0
Modoc,Adin,State Senate,01,,Overvotes,0,0,0,0,0
Modoc,Adin,State Senate,01,,Undervotes,1,0,0,1,0
Modoc,Adin,State Assembly,01,DEM,ELIZABETH L. BETANCOURT,33,0,0,33,0
Modoc,Adin,State Assembly,01,REP,MEGAN DAHLE,154,0,0,154,0
Modoc,Adin,State Assembly,01,,Overvotes,0,0,0,0,0
Modoc,Adin,State Assembly,01,,Undervotes,3,0,0,3,0
Modoc,Lookout,President,,,Registered,233,,,,
Modoc,Lookout,President,,,Ballots Cast,199,0,0,199,
Modoc,Lookout,President,,DEM,JOSEPH R. BIDEN,40,0,0,40,0
Modoc,Lookout,President,,REP,DONALD J. TRUMP,154,0,0,154,0
Modoc,Lookout,President,,PFP,GLORIA LA RIVA,1,0,0,1,0
Modoc,Lookout,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0,0,0
Modoc,Lookout,President,,GRN,HOWIE HAWKINS,0,0,0,0,0
Modoc,Lookout,President,,LIB,JO JORGENSEN,0,0,0,0,0
Modoc,Lookout,President,,WRI,Write-In: Mark Charles,,,,,
Modoc,Lookout,President,,WRI,Write-In: Brian Carroll,,,,,
Modoc,Lookout,President,,WRI,Write-In: Jesse Ventura,,,,,
Modoc,Lookout,President,,WRI,Write-In: Non-certified Write-in,2,0,0,2,0
Modoc,Lookout,President,,,Overvotes,0,0,0,0,0
Modoc,Lookout,President,,,Undervotes,2,0,0,2,0
Modoc,Lookout,U.S. House,01,REP,DOUG LAMALFA,152,0,0,152,0
Modoc,Lookout,U.S. House,01,DEM,AUDREY DENNEY,45,0,0,45,0
Modoc,Lookout,U.S. House,01,,Overvotes,0,0,0,0,0
Modoc,Lookout,U.S. House,01,,Undervotes,2,0,0,2,0
Modoc,Lookout,State Senate,01,DEM,PAMELA DAWN SWARTZ,43,0,0,43,0
Modoc,Lookout,State Senate,01,REP,BRIAN DAHLE,149,0,0,149,0
Modoc,Lookout,State Senate,01,,Overvotes,1,0,0,1,0
Modoc,Lookout,State Senate,01,,Undervotes,6,0,0,6,0
Modoc,Lookout,State Assembly,01,DEM,ELIZABETH L. BETANCOURT,49,0,0,49,0
Modoc,Lookout,State Assembly,01,REP,MEGAN DAHLE,148,0,0,148,0
Modoc,Lookout,State Assembly,01,,Overvotes,0,0,0,0,0
Modoc,Lookout,State Assembly,01,,Undervotes,2,0,0,2,0
Modoc,Little Hot Springs,President,,,Registered,63,,,,
Modoc,Little Hot Springs,President,,,Ballots Cast,59,0,0,59,0
Modoc,Little Hot Springs,President,,DEM,JOSEPH R. BIDEN,18,0,0,18,0
Modoc,Little Hot Springs,President,,REP,DONALD J. TRUMP,38,0,0,38,0
Modoc,Little Hot Springs,President,,PFP,GLORIA LA RIVA,1,0,0,1,0
Modoc,Little Hot Springs,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0,0,0
Modoc,Little Hot Springs,President,,GRN,HOWIE HAWKINS,0,0,0,0,0
Modoc,Little Hot Springs,President,,LIB,JO JORGENSEN,2,0,0,2,0
Modoc,Little Hot Springs,President,,WRI,Write-In: Mark Charles,0,,,,
Modoc,Little Hot Springs,President,,WRI,Write-In: Brian Carroll,0,,,,
Modoc,Little Hot Springs,President,,WRI,Write-In: Jesse Ventura,0,,,,
Modoc,Little Hot Springs,President,,WRI,Write-In: Non-certified Write-in,0,,,,
Modoc,Little Hot Springs,President,,,Overvotes,0,,,,
Modoc,Little Hot Springs,President,,,Undervotes,0,,,,
Modoc,Little Hot Springs,U.S. House,01,REP,DOUG LAMALFA,42,0,0,42,0
Modoc,Little Hot Springs,U.S. House,01,DEM,AUDREY DENNEY,17,0,0,17,0
Modoc,Little Hot Springs,U.S. House,01,,Overvotes,0,0,0,0,0
Modoc,Little Hot Springs,U.S. House,01,,Undervotes,0,0,0,0,0
Modoc,Little Hot Springs,State Senate,01,DEM,PAMELA DAWN SWARTZ,10,0,0,10,0
Modoc,Little Hot Springs,State Senate,01,REP,BRIAN DAHLE,47,0,0,47,0
Modoc,Little Hot Springs,State Senate,01,,Overvotes,0,0,0,0,0
Modoc,Little Hot Springs,State Senate,01,,Undervotes,2,0,0,2,0
Modoc,Little Hot Springs,State Assembly,01,DEM,ELIZABETH L. BETANCOURT,15,0,0,15,0
Modoc,Little Hot Springs,State Assembly,01,REP,MEGAN DAHLE,42,0,0,42,0
Modoc,Little Hot Springs,State Assembly,01,,Overvotes,0,0,0,0,0
Modoc,Little Hot Springs,State Assembly,01,,Undervotes,2,0,0,2,0
Modoc,Newell,President,,,Registered,421,,,,
Modoc,Newell,President,,,Ballots Cast,340,75,258,0,7
Modoc,Newell,President,,DEM,JOSEPH R. BIDEN,77,4,71,0,2
Modoc,Newell,President,,REP,DONALD J. TRUMP,252,70,177,0,5
Modoc,Newell,President,,PFP,GLORIA LA RIVA,0,0,0,0,0
Modoc,Newell,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0,0,0
Modoc,Newell,President,,GRN,HOWIE HAWKINS,2,0,2,0,0
Modoc,Newell,President,,LIB,JO JORGENSEN,3,1,2,0,0
Modoc,Newell,President,,WRI,Write-In: Mark Charles,,,,,
Modoc,Newell,President,,WRI,Write-In: Brian Carroll,,,,,
Modoc,Newell,President,,WRI,Write-In: Jesse Ventura,,,,,
Modoc,Newell,President,,WRI,Write-In: Non-certified Write-in,1,0,1,0,0
Modoc,Newell,President,,,Overvotes,1,0,1,0,0
Modoc,Newell,President,,,Undervotes,4,0,4,0,0
Modoc,Newell,U.S. House,01,REP,DOUG LAMALFA,243,69,171,0,3
Modoc,Newell,U.S. House,01,DEM,AUDREY DENNEY,89,6,80,0,3
Modoc,Newell,U.S. House,01,,Overvotes,0,0,0,0,0
Modoc,Newell,U.S. House,01,,Undervotes,8,0,7,0,1
Modoc,Newell,State Senate,01,DEM,PAMELA DAWN SWARTZ,76,2,72,0,2
Modoc,Newell,State Senate,01,REP,BRIAN DAHLE,252,72,176,0,4
Modoc,Newell,State Senate,01,,Overvotes,1,0,1,0,0
Modoc,Newell,State Senate,01,,Undervotes,11,1,9,0,1
Modoc,Newell,State Assembly,01,DEM,ELIZABETH L. BETANCOURT,76,3,72,0,1
Modoc,Newell,State Assembly,01,REP,MEGAN DAHLE,250,69,176,0,5
Modoc,Newell,State Assembly,01,,Overvotes,0,0,0,0,0
Modoc,Newell,State Assembly,01,,Undervotes,14,3,10,0,1